index,City,Date,Month,Card Type,Exp Type,Gender,Amount
1097,"Delhi, India",1-Mar-15,Mar,Silver,Food,Female,284125
1098,"Ahmedabad, India",15-Nov-14,Nov,Silver,Bills,Female,236081
1099,"Greater Mumbai, India",6-Feb-15,Feb,Silver,Fuel,Female,12671
1100,"Delhi, India",30-Sep-14,Sep,Silver,Bills,Female,238978
1101,"Bengaluru, India",10-Dec-13,Dec,Silver,Bills,Female,221728
1102,"Delhi, India",10-Apr-14,Apr,Silver,Entertainment,Female,275301
1103,"Greater Mumbai, India",1-Feb-15,Feb,Silver,Fuel,Female,199037
1104,"Bengaluru, India",4-Feb-15,Feb,Silver,Fuel,Female,236116
1105,"Delhi, India",4-Dec-13,Dec,Silver,Grocery,Female,140073
1106,"Greater Mumbai, India",14-Jun-14,Jun,Silver,Entertainment,Female,116716
1107,"Bengaluru, India",3-Apr-15,Apr,Silver,Food,Female,188111
1108,"Ahmedabad, India",25-Jul-14,Jul,Silver,Fuel,Female,256569
1109,"Greater Mumbai, India",29-Nov-14,Nov,Silver,Entertainment,Female,160297
1110,"Greater Mumbai, India",5-Mar-15,Mar,Silver,Fuel,Female,293184
1111,"Greater Mumbai, India",23-Mar-15,Mar,Silver,Fuel,Female,148675
1112,"Delhi, India",9-Feb-15,Feb,Silver,Grocery,Female,170406
1113,"Bengaluru, India",25-Jul-14,Jul,Silver,Entertainment,Female,188010
1114,"Delhi, India",14-May-14,May,Silver,Fuel,Female,173258
1115,"Bengaluru, India",28-Aug-14,Aug,Silver,Grocery,Female,219092
1116,"Delhi, India",8-Dec-13,Dec,Silver,Grocery,Female,89376
1117,"Delhi, India",12-Apr-15,Apr,Silver,Food,Female,51874
1118,"Bengaluru, India",25-Sep-14,Sep,Silver,Fuel,Female,248777
1119,"Ahmedabad, India",26-Jan-14,Jan,Silver,Bills,Female,37342
1120,"Ahmedabad, India",27-Mar-15,Mar,Silver,Bills,Female,199471
1121,"Delhi, India",21-Nov-14,Nov,Silver,Entertainment,Female,158851
1122,"Bengaluru, India",12-Jan-15,Jan,Silver,Food,Female,95113
1123,"Bengaluru, India",12-Mar-15,Mar,Silver,Fuel,Female,186377
1124,"Ahmedabad, India",31-Oct-13,Oct,Silver,Fuel,Female,2586
1125,"Greater Mumbai, India",13-Feb-14,Feb,Silver,Fuel,Female,47612
1126,"Ahmedabad, India",27-Apr-14,Apr,Silver,Food,Female,159557
1127,"Greater Mumbai, India",13-Feb-15,Feb,Silver,Grocery,Female,196838
1128,"Bengaluru, India",17-Apr-14,Apr,Silver,Food,Female,9651
1129,"Bengaluru, India",18-Apr-14,Apr,Silver,Food,Female,224200
1130,"Ahmedabad, India",10-Nov-14,Nov,Silver,Entertainment,Female,241399
1131,"Bengaluru, India",22-Sep-14,Sep,Silver,Fuel,Female,211929
1132,"Ahmedabad, India",6-Feb-14,Feb,Silver,Grocery,Female,196869
1133,"Delhi, India",12-Dec-14,Dec,Silver,Fuel,Female,263752
1134,"Bengaluru, India",12-Mar-14,Mar,Silver,Entertainment,Female,125879
1135,"Bengaluru, India",28-Mar-15,Mar,Silver,Grocery,Female,21250
1136,"Ahmedabad, India",21-Dec-13,Dec,Silver,Grocery,Female,289538
1137,"Greater Mumbai, India",16-May-14,May,Silver,Grocery,Female,138359
1138,"Ahmedabad, India",18-Jul-14,Jul,Silver,Bills,Female,211017
1139,"Ahmedabad, India",19-Jul-14,Jul,Silver,Fuel,Female,57958
1140,"Delhi, India",23-Feb-14,Feb,Silver,Fuel,Female,91796
1141,"Delhi, India",28-Jul-14,Jul,Silver,Entertainment,Female,221178
1142,"Greater Mumbai, India",11-Mar-15,Mar,Silver,Bills,Female,195342
1143,"Greater Mumbai, India",20-Mar-15,Mar,Silver,Fuel,Female,51071
1144,"Ahmedabad, India",23-Nov-13,Nov,Silver,Grocery,Female,83761
1145,"Delhi, India",10-Mar-15,Mar,Silver,Grocery,Female,182684
1146,"Ahmedabad, India",30-Dec-14,Dec,Silver,Fuel,Female,150401
1147,"Bengaluru, India",24-Jan-14,Jan,Silver,Grocery,Female,10470
1148,"Bengaluru, India",9-Jun-14,Jun,Silver,Fuel,Female,73221
1149,"Greater Mumbai, India",19-Feb-14,Feb,Silver,Bills,Female,286970
1150,"Greater Mumbai, India",19-Jul-14,Jul,Silver,Food,Female,40105
1151,"Bengaluru, India",4-Nov-13,Nov,Silver,Grocery,Female,207311
1152,"Ahmedabad, India",20-Feb-14,Feb,Silver,Food,Female,175275
1153,"Bengaluru, India",9-Apr-14,Apr,Silver,Entertainment,Female,167655
1154,"Ahmedabad, India",10-Mar-15,Mar,Silver,Entertainment,Female,129326
1155,"Bengaluru, India",16-Jul-14,Jul,Silver,Food,Female,162737
1156,"Delhi, India",21-Jul-14,Jul,Silver,Entertainment,Female,275605
1157,"Delhi, India",9-Oct-13,Oct,Silver,Grocery,Female,162859
1158,"Ahmedabad, India",5-Nov-13,Nov,Silver,Grocery,Female,22795
1159,"Bengaluru, India",20-Oct-13,Oct,Silver,Food,Female,255722
1160,"Greater Mumbai, India",24-Apr-15,Apr,Silver,Grocery,Female,111014
1161,"Ahmedabad, India",23-Jun-14,Jun,Silver,Food,Female,43256
1162,"Ahmedabad, India",29-Jun-14,Jun,Silver,Food,Female,104494
1163,"Bengaluru, India",2-Mar-14,Mar,Silver,Entertainment,Female,44750
1164,"Ahmedabad, India",24-May-15,May,Silver,Grocery,Female,208168
1165,"Bengaluru, India",1-Dec-14,Dec,Silver,Grocery,Female,38878
1166,"Delhi, India",22-Feb-15,Feb,Silver,Food,Female,37089
1167,"Bengaluru, India",17-Sep-14,Sep,Silver,Grocery,Female,248059
1168,"Greater Mumbai, India",17-Nov-13,Nov,Silver,Grocery,Female,63151
1169,"Greater Mumbai, India",5-Apr-15,Apr,Silver,Bills,Female,176497
1170,"Bengaluru, India",20-Dec-13,Dec,Silver,Entertainment,Female,196758
1171,"Ahmedabad, India",18-Mar-15,Mar,Silver,Fuel,Female,94117
1172,"Delhi, India",11-Mar-14,Mar,Silver,Bills,Female,287684
1173,"Bengaluru, India",7-Feb-15,Feb,Silver,Fuel,Female,269795
1174,"Greater Mumbai, India",26-Jan-14,Jan,Silver,Fuel,Female,273263
1175,"Delhi, India",28-Nov-13,Nov,Silver,Fuel,Female,127825
1176,"Delhi, India",30-Mar-15,Mar,Silver,Bills,Female,234082
1177,"Greater Mumbai, India",7-Oct-14,Oct,Silver,Grocery,Female,157139
1178,"Bengaluru, India",19-Nov-14,Nov,Silver,Food,Female,27243
1179,"Bengaluru, India",26-Aug-14,Aug,Silver,Food,Female,248735
1180,"Bengaluru, India",17-Mar-15,Mar,Silver,Fuel,Female,252277
1181,"Bengaluru, India",31-Mar-15,Mar,Silver,Bills,Female,154151
1182,"Greater Mumbai, India",12-Oct-13,Oct,Silver,Grocery,Female,268559
1183,"Greater Mumbai, India",8-Feb-14,Feb,Silver,Entertainment,Female,122751
1184,"Bengaluru, India",28-Aug-14,Aug,Silver,Grocery,Female,100643
1185,"Greater Mumbai, India",29-Jun-14,Jun,Silver,Grocery,Female,63044
1186,"Bengaluru, India",1-Mar-15,Mar,Silver,Fuel,Female,233543
1187,"Ahmedabad, India",5-Jan-14,Jan,Silver,Bills,Female,267127
1188,"Bengaluru, India",11-Jan-15,Jan,Silver,Fuel,Female,55060
1189,"Bengaluru, India",18-Oct-14,Oct,Silver,Bills,Female,154788
1190,"Greater Mumbai, India",8-Sep-14,Sep,Silver,Entertainment,Female,52781
1191,"Greater Mumbai, India",27-Jan-15,Jan,Silver,Entertainment,Female,51542
1192,"Greater Mumbai, India",1-Dec-13,Dec,Silver,Grocery,Female,43705
1193,"Greater Mumbai, India",2-Apr-15,Apr,Silver,Entertainment,Female,163273
1194,"Ahmedabad, India",18-Sep-14,Sep,Silver,Bills,Female,22802
1195,"Greater Mumbai, India",24-Mar-15,Mar,Silver,Bills,Female,202693
1196,"Greater Mumbai, India",21-Dec-14,Dec,Silver,Bills,Female,168446
1197,"Greater Mumbai, India",4-Feb-15,Feb,Silver,Grocery,Female,130310
1198,"Delhi, India",4-Nov-13,Nov,Silver,Bills,Female,10155
1199,"Ahmedabad, India",23-Aug-14,Aug,Silver,Bills,Female,232336
1200,"Bengaluru, India",11-Dec-14,Dec,Silver,Grocery,Female,231830
1201,"Bengaluru, India",29-Dec-13,Dec,Silver,Fuel,Female,115644
1202,"Delhi, India",17-Sep-14,Sep,Silver,Entertainment,Female,14142
1203,"Ahmedabad, India",26-Sep-14,Sep,Silver,Food,Female,283606
1204,"Ahmedabad, India",20-May-14,May,Silver,Food,Female,75619
1205,"Bengaluru, India",8-May-14,May,Silver,Bills,Female,2741
1206,"Bengaluru, India",7-Jan-15,Jan,Silver,Fuel,Female,283064
1207,"Delhi, India",11-Sep-14,Sep,Silver,Fuel,Female,129850
1208,"Bengaluru, India",26-Nov-13,Nov,Silver,Fuel,Female,102248
1209,"Bengaluru, India",6-Sep-14,Sep,Silver,Bills,Female,232127
1210,"Ahmedabad, India",25-Jul-14,Jul,Silver,Grocery,Female,114600
1211,"Bengaluru, India",18-Jan-15,Jan,Silver,Entertainment,Female,92535
1212,"Delhi, India",21-Jan-14,Jan,Silver,Fuel,Female,113639
1213,"Ahmedabad, India",9-Feb-14,Feb,Silver,Food,Female,254761
1214,"Greater Mumbai, India",31-Jan-14,Jan,Silver,Grocery,Female,225708
1215,"Delhi, India",6-Mar-15,Mar,Silver,Entertainment,Female,264169
1216,"Delhi, India",28-Feb-14,Feb,Silver,Entertainment,Female,83984
1217,"Bengaluru, India",26-Jan-15,Jan,Silver,Entertainment,Female,202830
1218,"Delhi, India",25-Oct-14,Oct,Silver,Entertainment,Female,254330
1219,"Delhi, India",26-Dec-13,Dec,Silver,Entertainment,Female,118692
1220,"Bengaluru, India",21-May-15,May,Silver,Entertainment,Female,246364
1221,"Delhi, India",3-Apr-15,Apr,Silver,Grocery,Female,170203
1222,"Greater Mumbai, India",20-Feb-15,Feb,Silver,Fuel,Female,277947
1223,"Greater Mumbai, India",12-Apr-15,Apr,Silver,Fuel,Female,31524
1224,"Greater Mumbai, India",5-Jun-14,Jun,Silver,Entertainment,Female,294264
1225,"Bengaluru, India",14-Apr-14,Apr,Silver,Grocery,Female,130814
1226,"Bengaluru, India",30-Apr-15,Apr,Silver,Food,Female,56639
1227,"Delhi, India",11-May-15,May,Silver,Food,Female,233318
1228,"Bengaluru, India",4-Apr-15,Apr,Silver,Food,Female,130065
1229,"Ahmedabad, India",23-Dec-14,Dec,Silver,Fuel,Female,64598
1230,"Bengaluru, India",6-Aug-14,Aug,Silver,Grocery,Female,177320
1231,"Bengaluru, India",8-Apr-15,Apr,Silver,Entertainment,Female,31086
1232,"Ahmedabad, India",16-Nov-14,Nov,Silver,Food,Female,251506
1233,"Bengaluru, India",10-Mar-15,Mar,Silver,Bills,Female,149306
1234,"Ahmedabad, India",28-Dec-13,Dec,Silver,Entertainment,Female,40965
1235,"Bengaluru, India",15-Feb-15,Feb,Silver,Food,Female,43242
1236,"Greater Mumbai, India",7-Jan-15,Jan,Silver,Fuel,Female,289157
1237,"Greater Mumbai, India",3-Oct-14,Oct,Silver,Entertainment,Female,74856
1238,"Bengaluru, India",17-Feb-15,Feb,Silver,Food,Female,182362
1239,"Bengaluru, India",7-May-14,May,Silver,Food,Female,263061
1240,"Bengaluru, India",23-Mar-15,Mar,Silver,Food,Female,236580
1241,"Ahmedabad, India",10-Feb-15,Feb,Silver,Food,Female,268750
1242,"Greater Mumbai, India",9-Dec-13,Dec,Silver,Food,Female,203191
1243,"Bengaluru, India",10-Jan-14,Jan,Silver,Food,Female,3421
1244,"Bengaluru, India",12-Apr-14,Apr,Silver,Food,Female,15318
1245,"Ahmedabad, India",12-Mar-15,Mar,Platinum,Food,Female,64032
1246,"Bengaluru, India",29-Apr-15,Apr,Platinum,Food,Female,3621
1247,"Ahmedabad, India",12-Oct-14,Oct,Silver,Food,Female,22872
1248,"Delhi, India",23-Aug-14,Aug,Signature,Food,Female,171206
1249,"Ahmedabad, India",30-Apr-15,Apr,Gold,Food,Female,9130
1250,"Ahmedabad, India",8-May-14,May,Gold,Food,Female,201118
1251,"Bengaluru, India",1-Jun-14,Jun,Platinum,Food,Female,250411
1252,"Delhi, India",3-Feb-14,Feb,Gold,Food,Female,5855
1253,"Greater Mumbai, India",28-Jan-15,Jan,Platinum,Food,Female,40392
1254,"Delhi, India",27-Jun-14,Jun,Silver,Food,Female,91553
1255,"Greater Mumbai, India",20-Oct-13,Oct,Signature,Food,Female,252192
1256,"Ahmedabad, India",26-Jan-15,Jan,Signature,Food,Female,32558
1257,"Bengaluru, India",9-Jan-14,Jan,Platinum,Food,Female,105951
1258,"Ahmedabad, India",6-Oct-13,Oct,Signature,Food,Female,272214
1259,"Greater Mumbai, India",20-Jun-14,Jun,Silver,Food,Female,29524
1260,"Ahmedabad, India",26-May-15,May,Platinum,Food,Female,204598
1261,"Greater Mumbai, India",16-Nov-14,Nov,Silver,Food,Female,48509
1262,"Ahmedabad, India",4-May-14,May,Silver,Food,Female,282754
1263,"Delhi, India",15-Mar-14,Mar,Signature,Food,Female,229616
1264,"Delhi, India",16-Feb-15,Feb,Silver,Food,Female,106013
1265,"Delhi, India",11-Dec-14,Dec,Gold,Food,Female,286058
1266,"Bengaluru, India",23-Oct-14,Oct,Silver,Food,Female,125742
1267,"Ahmedabad, India",3-May-15,May,Gold,Food,Female,144933
1268,"Greater Mumbai, India",23-Apr-14,Apr,Silver,Food,Female,220697
1269,"Greater Mumbai, India",20-Nov-13,Nov,Gold,Food,Female,175594
1270,"Bengaluru, India",1-Jul-14,Jul,Silver,Food,Female,265778
1271,"Delhi, India",28-Jan-14,Jan,Gold,Food,Female,55810
1272,"Bengaluru, India",16-Aug-14,Aug,Platinum,Food,Female,206203
1273,"Greater Mumbai, India",4-Mar-15,Mar,Silver,Food,Female,7060
1274,"Greater Mumbai, India",15-Feb-14,Feb,Gold,Food,Female,7860
1275,"Ahmedabad, India",28-Jun-14,Jun,Platinum,Food,Female,19231
1276,"Delhi, India",25-Jul-14,Jul,Signature,Food,Female,42009
1277,"Greater Mumbai, India",15-Nov-14,Nov,Platinum,Food,Female,279971
1278,"Ahmedabad, India",15-Aug-14,Aug,Silver,Food,Female,285069
1279,"Greater Mumbai, India",14-Mar-15,Mar,Gold,Food,Female,139691
1280,"Delhi, India",13-Sep-14,Sep,Signature,Food,Female,292802
1281,"Ahmedabad, India",7-Jul-14,Jul,Gold,Food,Female,227178
1282,"Ahmedabad, India",15-Jul-14,Jul,Platinum,Food,Female,286253
1283,"Delhi, India",10-May-15,May,Gold,Food,Female,62580
1284,"Ahmedabad, India",2-Mar-15,Mar,Gold,Food,Female,49377
1285,"Delhi, India",21-Mar-15,Mar,Gold,Food,Female,31209
1286,"Delhi, India",7-Feb-15,Feb,Platinum,Food,Female,216621
1287,"Bengaluru, India",15-Feb-15,Feb,Silver,Food,Female,176319
1288,"Ahmedabad, India",4-Apr-14,Apr,Platinum,Food,Female,138319
1289,"Greater Mumbai, India",15-Nov-13,Nov,Gold,Food,Female,237899
1290,"Delhi, India",6-Nov-13,Nov,Gold,Food,Female,24675
1291,"Greater Mumbai, India",3-Jan-15,Jan,Silver,Food,Female,286519
1292,"Greater Mumbai, India",17-Oct-14,Oct,Platinum,Food,Female,184863
1293,"Bengaluru, India",6-Apr-14,Apr,Platinum,Food,Female,179158
1294,"Greater Mumbai, India",30-Oct-13,Oct,Silver,Food,Female,274080
1295,"Greater Mumbai, India",2-Dec-13,Dec,Platinum,Food,Female,289492
1296,"Bengaluru, India",10-Feb-14,Feb,Silver,Food,Female,114172
1297,"Bengaluru, India",27-Mar-15,Mar,Silver,Food,Female,254719
1298,"Delhi, India",29-Nov-14,Nov,Platinum,Food,Female,221174
1299,"Bengaluru, India",3-Dec-13,Dec,Gold,Food,Female,200916
1300,"Ahmedabad, India",27-Jan-15,Jan,Gold,Food,Female,88226
1301,"Bengaluru, India",13-Oct-14,Oct,Gold,Food,Female,116536
1302,"Ahmedabad, India",21-Jul-14,Jul,Gold,Food,Female,162099
1303,"Ahmedabad, India",3-Mar-14,Mar,Platinum,Food,Female,126889
1304,"Ahmedabad, India",26-Aug-14,Aug,Silver,Food,Female,23769
1305,"Greater Mumbai, India",20-Oct-14,Oct,Gold,Food,Female,291384
1306,"Delhi, India",3-May-15,May,Platinum,Food,Female,94759
1307,"Bengaluru, India",10-Jun-14,Jun,Gold,Food,Female,167780
1308,"Ahmedabad, India",18-Feb-15,Feb,Gold,Food,Female,73935
1309,"Delhi, India",6-Nov-13,Nov,Signature,Food,Female,34676
1310,"Delhi, India",23-Apr-15,Apr,Platinum,Food,Female,28127
1311,"Greater Mumbai, India",22-Feb-14,Feb,Silver,Food,Female,299699
1312,"Delhi, India",27-Jun-14,Jun,Platinum,Food,Female,202490
1313,"Delhi, India",27-Dec-13,Dec,Signature,Food,Female,282542
1314,"Ahmedabad, India",3-Nov-14,Nov,Gold,Food,Female,284069
1315,"Bengaluru, India",18-Jun-14,Jun,Silver,Food,Female,162527
1316,"Delhi, India",28-Feb-14,Feb,Silver,Food,Female,234921
1317,"Greater Mumbai, India",29-Jun-14,Jun,Silver,Food,Female,143923
1318,"Ahmedabad, India",13-Feb-14,Feb,Silver,Food,Female,37496
1319,"Greater Mumbai, India",12-Feb-14,Feb,Platinum,Food,Female,233639
1320,"Delhi, India",20-Mar-15,Mar,Silver,Food,Female,1709
1321,"Bengaluru, India",30-Mar-14,Mar,Platinum,Food,Female,116996
1322,"Delhi, India",28-Sep-14,Sep,Signature,Food,Female,280310
1323,"Greater Mumbai, India",30-May-14,May,Silver,Food,Female,202192
1324,"Bengaluru, India",6-Mar-14,Mar,Gold,Food,Female,75042
1325,"Greater Mumbai, India",24-Oct-14,Oct,Silver,Food,Female,107999
1326,"Bengaluru, India",4-Mar-14,Mar,Signature,Food,Female,74297
1327,"Bengaluru, India",10-Dec-13,Dec,Signature,Food,Female,187609
1328,"Ahmedabad, India",24-Oct-14,Oct,Platinum,Food,Female,206434
1329,"Bengaluru, India",12-Jan-15,Jan,Gold,Food,Female,268746
1330,"Delhi, India",18-Mar-14,Mar,Silver,Food,Female,16659
1331,"Bengaluru, India",6-Dec-14,Dec,Silver,Food,Female,106206
1332,"Ahmedabad, India",25-Jul-14,Jul,Silver,Food,Female,214753
1333,"Bengaluru, India",7-Jan-14,Jan,Platinum,Food,Female,155846
1334,"Delhi, India",16-Jul-14,Jul,Gold,Food,Female,183232
1335,"Delhi, India",24-Mar-15,Mar,Silver,Food,Female,34071
1336,"Bengaluru, India",29-Oct-14,Oct,Signature,Food,Female,157364
1337,"Bengaluru, India",19-Jan-14,Jan,Silver,Food,Female,4590
1338,"Greater Mumbai, India",27-Jan-15,Jan,Gold,Food,Female,39399
1339,"Delhi, India",28-Mar-14,Mar,Platinum,Food,Female,65563
1340,"Bengaluru, India",24-Aug-14,Aug,Silver,Food,Female,124929
1341,"Greater Mumbai, India",21-Apr-15,Apr,Signature,Food,Female,120368
1342,"Delhi, India",12-May-15,May,Gold,Food,Female,17328
1343,"Delhi, India",17-Nov-14,Nov,Signature,Food,Female,160848
1344,"Bengaluru, India",18-May-14,May,Silver,Food,Female,203193
1345,"Delhi, India",26-May-14,May,Silver,Food,Female,285839
1346,"Bengaluru, India",17-Sep-14,Sep,Silver,Food,Female,167379
1347,"Greater Mumbai, India",12-Dec-13,Dec,Silver,Food,Female,198603
1348,"Bengaluru, India",16-Jan-15,Jan,Platinum,Food,Female,233680
1349,"Bengaluru, India",11-Mar-14,Mar,Gold,Food,Female,263367
1350,"Ahmedabad, India",12-Nov-13,Nov,Gold,Food,Female,8498
1351,"Ahmedabad, India",11-Mar-15,Mar,Platinum,Food,Female,163305
1352,"Bengaluru, India",12-Apr-14,Apr,Silver,Food,Female,216694
1353,"Greater Mumbai, India",15-Feb-14,Feb,Silver,Food,Female,84646
1354,"Bengaluru, India",24-Oct-13,Oct,Silver,Food,Female,107100
1355,"Greater Mumbai, India",13-Mar-15,Mar,Platinum,Food,Female,175368
1356,"Delhi, India",20-Feb-15,Feb,Platinum,Food,Female,141057
1357,"Greater Mumbai, India",9-Mar-14,Mar,Platinum,Food,Female,264153
1358,"Delhi, India",11-Sep-14,Sep,Silver,Food,Female,230149
1359,"Bengaluru, India",2-May-15,May,Signature,Food,Female,224398
1360,"Bengaluru, India",6-Feb-14,Feb,Gold,Food,Female,221042
1361,"Bengaluru, India",27-Feb-15,Feb,Signature,Food,Female,285102
1362,"Bengaluru, India",4-Nov-13,Nov,Gold,Food,Female,225377
1363,"Greater Mumbai, India",4-Mar-14,Mar,Platinum,Food,Female,205814
1364,"Greater Mumbai, India",2-Nov-13,Nov,Gold,Food,Female,104262
1365,"Delhi, India",2-Jun-14,Jun,Silver,Food,Female,216314
1366,"Greater Mumbai, India",1-Mar-15,Mar,Platinum,Food,Female,231007
1367,"Bengaluru, India",16-Jun-14,Jun,Platinum,Food,Female,25156
1368,"Bengaluru, India",31-Oct-14,Oct,Signature,Food,Female,108720
1369,"Bengaluru, India",29-Jul-14,Jul,Gold,Food,Female,211772
1370,"Delhi, India",13-Jul-14,Jul,Gold,Food,Female,22909
1371,"Greater Mumbai, India",24-Dec-14,Dec,Signature,Food,Female,10720
1372,"Greater Mumbai, India",5-May-15,May,Gold,Food,Female,291730
1373,"Greater Mumbai, India",29-Oct-14,Oct,Signature,Food,Female,197919
1374,"Greater Mumbai, India",20-Dec-14,Dec,Signature,Food,Female,106666
1375,"Ahmedabad, India",13-Sep-14,Sep,Silver,Food,Female,94924
1376,"Ahmedabad, India",9-Apr-15,Apr,Silver,Food,Female,122939
1377,"Delhi, India",27-Dec-14,Dec,Silver,Food,Female,188366
1378,"Bengaluru, India",18-Oct-13,Oct,Signature,Food,Female,142140
1379,"Greater Mumbai, India",29-Oct-14,Oct,Platinum,Food,Female,261122
1380,"Ahmedabad, India",8-Sep-14,Sep,Silver,Food,Female,214821
1381,"Greater Mumbai, India",7-Dec-14,Dec,Gold,Food,Female,249091
1382,"Bengaluru, India",9-Sep-14,Sep,Signature,Food,Female,162893
1383,"Bengaluru, India",29-Mar-14,Mar,Gold,Food,Female,200847
1384,"Ahmedabad, India",20-Jun-14,Jun,Silver,Food,Female,54482
1385,"Greater Mumbai, India",8-Mar-14,Mar,Silver,Food,Female,105710
1386,"Ahmedabad, India",27-Aug-14,Aug,Silver,Food,Female,101429
1387,"Delhi, India",21-Aug-14,Aug,Silver,Food,Female,95456
1388,"Delhi, India",5-Sep-14,Sep,Platinum,Food,Female,26231
1389,"Bengaluru, India",19-Dec-13,Dec,Silver,Food,Female,81511
1390,"Bengaluru, India",6-Apr-15,Apr,Signature,Food,Female,253357
1391,"Ahmedabad, India",21-May-15,May,Silver,Food,Female,97311
1392,"Delhi, India",27-Oct-14,Oct,Signature,Food,Female,277422
1393,"Ahmedabad, India",26-Mar-15,Mar,Platinum,Food,Female,121871
1394,"Delhi, India",14-Jun-14,Jun,Signature,Food,Female,24245
1395,"Greater Mumbai, India",19-Feb-15,Feb,Platinum,Food,Female,186838
1396,"Delhi, India",24-Feb-14,Feb,Gold,Food,Female,85288
1397,"Delhi, India",12-Dec-13,Dec,Gold,Food,Female,225076
1398,"Bengaluru, India",25-Oct-13,Oct,Signature,Food,Female,225578
1399,"Bengaluru, India",24-Mar-14,Mar,Signature,Food,Female,232430
1400,"Delhi, India",18-Feb-14,Feb,Signature,Food,Female,243863
1401,"Greater Mumbai, India",26-Feb-15,Feb,Platinum,Food,Female,5706
1402,"Delhi, India",7-Jul-14,Jul,Silver,Food,Female,298981
1403,"Ahmedabad, India",11-Dec-13,Dec,Gold,Food,Female,137916
1404,"Ahmedabad, India",4-Sep-14,Sep,Platinum,Food,Female,14319
1405,"Delhi, India",18-Feb-14,Feb,Platinum,Food,Female,257498
1406,"Greater Mumbai, India",12-May-14,May,Platinum,Food,Female,292219
1407,"Bengaluru, India",11-Nov-14,Nov,Silver,Food,Female,210738
1408,"Delhi, India",23-Aug-14,Aug,Signature,Food,Female,63778
1409,"Delhi, India",26-Sep-14,Sep,Gold,Food,Female,29148
1410,"Ahmedabad, India",3-Jul-14,Jul,Signature,Food,Female,224634
1411,"Bengaluru, India",13-Apr-14,Apr,Gold,Food,Female,77425
1412,"Bengaluru, India",15-Dec-14,Dec,Gold,Food,Female,196777
1413,"Greater Mumbai, India",6-Mar-15,Mar,Signature,Food,Female,155694
1414,"Delhi, India",2-Dec-14,Dec,Signature,Food,Female,30417
1415,"Ahmedabad, India",22-Mar-14,Mar,Platinum,Food,Female,232618
1416,"Greater Mumbai, India",26-Nov-13,Nov,Gold,Food,Female,6645
1417,"Greater Mumbai, India",1-Oct-14,Oct,Platinum,Food,Female,5545
1418,"Greater Mumbai, India",11-May-15,May,Silver,Food,Female,40135
1419,"Ahmedabad, India",23-Sep-14,Sep,Platinum,Food,Female,99325
1420,"Bengaluru, India",15-Jan-14,Jan,Gold,Food,Female,210654
1421,"Ahmedabad, India",6-Nov-13,Nov,Platinum,Food,Female,15933
1422,"Ahmedabad, India",19-Nov-14,Nov,Gold,Food,Female,7528
1423,"Greater Mumbai, India",1-May-15,May,Platinum,Food,Female,199240
1424,"Delhi, India",3-Oct-14,Oct,Silver,Food,Female,161437
1425,"Ahmedabad, India",29-Jun-14,Jun,Signature,Food,Female,5100
1426,"Greater Mumbai, India",8-Nov-13,Nov,Gold,Food,Female,56532
1427,"Ahmedabad, India",6-Sep-14,Sep,Silver,Food,Female,94074
1428,"Greater Mumbai, India",6-Dec-13,Dec,Signature,Food,Female,168912
1429,"Greater Mumbai, India",20-Apr-15,Apr,Platinum,Food,Female,126623
1430,"Ahmedabad, India",8-Feb-14,Feb,Silver,Food,Female,39986
1431,"Ahmedabad, India",20-Apr-14,Apr,Platinum,Food,Female,99355
1432,"Bengaluru, India",23-Oct-13,Oct,Platinum,Food,Female,298243
1433,"Delhi, India",10-Mar-15,Mar,Platinum,Food,Female,124069
1434,"Delhi, India",21-Jan-14,Jan,Signature,Food,Female,144126
1435,"Delhi, India",9-Mar-14,Mar,Signature,Food,Female,270539
1436,"Greater Mumbai, India",25-May-15,May,Gold,Food,Female,134904
1437,"Ahmedabad, India",3-Aug-14,Aug,Gold,Food,Female,196856
1438,"Bengaluru, India",9-Mar-14,Mar,Platinum,Food,Female,286346
1439,"Greater Mumbai, India",23-Dec-13,Dec,Gold,Food,Male,260246
1440,"Bengaluru, India",23-May-15,May,Platinum,Food,Female,43454
1441,"Greater Mumbai, India",22-Jul-14,Jul,Signature,Food,Male,155937
1442,"Delhi, India",18-Jan-15,Jan,Silver,Food,Female,243051
1443,"Ahmedabad, India",1-May-14,May,Platinum,Food,Male,61531
1444,"Bengaluru, India",9-Jan-14,Jan,Silver,Food,Female,293821
1445,"Ahmedabad, India",17-Apr-14,Apr,Signature,Food,Female,217077
1446,"Greater Mumbai, India",5-May-15,May,Signature,Food,Female,1448
1447,"Bengaluru, India",9-Dec-14,Dec,Gold,Food,Male,46535
1448,"Ahmedabad, India",8-Sep-14,Sep,Gold,Food,Male,120827
1449,"Ahmedabad, India",20-Jan-14,Jan,Gold,Food,Male,194872
1450,"Bengaluru, India",22-Apr-14,Apr,Platinum,Food,Male,282158
1451,"Greater Mumbai, India",6-Mar-15,Mar,Platinum,Food,Female,10561
1452,"Ahmedabad, India",18-Jul-14,Jul,Platinum,Food,Female,167731
1453,"Greater Mumbai, India",27-Feb-14,Feb,Silver,Food,Female,285278
1454,"Greater Mumbai, India",16-Aug-14,Aug,Platinum,Food,Male,120872
1455,"Delhi, India",19-Nov-14,Nov,Platinum,Food,Female,230248
1456,"Bengaluru, India",30-May-14,May,Platinum,Food,Male,178023
